ID,[Area] Sample003,[Area] Sample004,[Area] Sample005,[Area] Sample006,[Area] Sample007,[Area] Sample008,[Area] Sample009,[Area] Sample010,[Area] Sample011,[Area] Sample012,[Area] Sample013,[Area] Sample014,[Area] Sample025,[Area] Sample026,[Area] Sample027,[Area] Sample028,[Area] Sample029,[Area] Sample030,[Area] Sample031,[Area] Sample032,[Area] Sample033,[Area] Sample036,[Area] Sample037,[Area] Sample038,[Area] Sample039,[Area] Sample040,[Area] Sample041,[Area] Sample042,[Area] Sample043,[Area] Sample044,[Area] Sample047,[Area] Sample048,[Area] Sample049,[Area] Sample050,[Area] Sample051,[Area] Sample052,[Area] Sample053,[Area] Sample054,[Area] Sample055,[Area] Sample058,[Area] Sample059,[Area] Sample060,[Area] Sample061,[Area] Sample062,[Area] Sample063,[Area] Sample064,[Area] Sample065,[Area] Sample066,[Area] Sample069,[Area] Sample070,[Area] Sample071,[Area] Sample072,[Area] Sample073,[Area] Sample074,[Area] Sample075,[Area] Sample076,[Area] Sample077,[Area] Sample080,[Area] Sample081,[Area] Sample082,[Area] Sample083,[Area] Sample084,[Area] Sample085,[Area] Sample086,[Area] Sample087,[Area] Sample088,[Area] Sample091,[Area] Sample092,[Area] Sample093,[Area] Sample094,[Area] Sample095,[Area] Sample096,[Area] Sample097,[Area] Sample098,[Area] Sample099,[Area] Sample102,[Area] Sample103,[Area] Sample104,[Area] Sample105,[Area] Sample106,[Area] Sample107,[Area] Sample108,[Area] Sample109,[Area] Sample112,[Area] Sample113,[Area] Sample114,[Area] Sample115,[Area] Sample116
name,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,11AS14,11AS10,11AS13,11AS12,11AS07,11AS09,08AS37,08AS26,11AS14,11AS10,11AS13,11AS12,11AS07,11AS15,11AS04,11AS03,15LO25,13LO12,11LO44,11LO40,05LO53,04LO49,16TU44,15LM54,15LM53,16BR81,11LK36,11LK32,11LK33,11LK30,11LK26,17TU493,99L09,99L09,14LO83,05L068,01LO34,17LO74,04LO58,04LO12,02LO43,01LO32,00L13,14LO83,05LO68,12LO46,04LO74,04LO58,04LO12,02LO43,01LO32,OOL13,15BB68,14BB17,14BB03,11BB35,06BB12,g13,y34,y33,g13,w36,y60,y48,p9,r110,w36,y60,r110,y33,y33,y48,r110,y33,b18,p9,g13,b18
class,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Sample,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Chronic,Negative,Negative,Chronic,Chronic,Sample,Chronic,Negative,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Negative,Negative,Negative,Sample
year,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2014,2014,2014,2013,2014,2014,2014,2014,2011,2011,2011,2014,2011,2011,2011,2015,2016,2016,2016,2017,2013,2016,2016,2016,2016,2011,2011,2011,2011,2011,2017,2012,2014,2017,2017,2012,2017,2017,2014,2013,2014,2013,2014,2014,2017,2013,2013,2013,2015,2012,2013,2015,2014,2014,2015,2014,2016,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
260.1339a1.36,47227.77,13046.85,19218.89,97778.08,31053.26,8025.7,4732.76,33117.45,4896.19,20688.62,0,1564.26,95963.1,16536.37,52915.11,123331.39,0,107067.54,0,129058.23,0,9736.98,0,12495.5,0,2505.09,0,0,0,0,0,9538.7,83067.8,11341.77,0,20543.26,13430.59,2873.53,10533.94,11273.96,38169.91,0,6702.33,5683.33,0,4910.36,0,5282.68,2664.01,3023.76,61352.76,23804.02,3514.64,1319.79,0,12197.61,61969.41,0,2494.5,0,0,3093.79,21742.98,0,63366.72,5879.04,2917.26,3795.21,7324.16,0,0,13865.75,3561.81,10148.96,6528.9,15973.52,3539.39,19648.52,2872.17,11050.38,0,1555.33,0,0,0,0,0,0
386.2601a4.65,5133.85,0,5128.26,2313.33,3932.43,4751.65,3428.97,1998.23,3991.09,0,64020.87,1756.2,169539.25,59976.3,63413.33,131859.74,40734.12,150468.64,56276.73,140499.91,75924.42,4060.26,26428.43,35669.84,21790.16,7464.41,70533.04,5913.14,3400.52,8312.41,1502.16,151739.92,292642.5,80961.85,151919.44,167424.91,120368.33,16460.37,66268.75,39603.6,103075.92,36636.86,0,111444.94,253748.9,168803.71,0,73195.89,160912.26,97570.3,106299.49,279492.53,0,68284.83,0,80734.19,459600.62,0,5837.57,35541.13,0,0,63498.46,17012.43,76603.52,51481.74,9779.95,0,47415.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738.4195a4.46,29678.58,0,63328.82,22162.32,46430.29,51130.34,45355.88,21591.66,31860.92,23005.78,75836.29,1972.01,151721.73,25030.2,48519,85482.93,19821.1,221567.73,57580.9,170590.45,75164.58,18737.48,34978.88,76332.08,23821.36,8621.24,20686.45,5148.51,0,3686.24,979.48,80425.67,730060.07,48213,88360.25,136498.36,58903.74,16019.15,32377.13,23669.61,66445.34,39376.82,0,76712.06,59129.08,50348.27,0,25762.3,34434.55,55713.92,102697.23,147270.04,0,25265.46,0,22930.43,197338.78,0,10566.98,17506.7,0,0,96205.94,31079.31,129731.38,58627.11,20514.57,0,40281.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237.8132a2.73,27382.57,22324.26,12766.29,0,0,36389.98,15418.23,59654.23,0,69018.79,0,1467.85,8155.73,3325.99,13562.07,0,5483.09,9646.11,33345.55,0,0,0,9751.91,20797.63,10635.1,4746.7,3873.26,773.22,5673.97,0,310.55,7729.54,27665.21,6548.03,19244.38,15429.73,4351.91,2591.1,2593.38,0,0,6387.6,1347.34,8085.9,3697.86,4330.09,15347.67,2552.7,2837.21,10450.17,4333.85,5706.88,7282.86,1611.21,4095.84,2706.61,5629.28,21404.54,1936.93,4185.47,3485.57,0,5625.21,4157.58,0,7618.5,3623.12,9303.45,7902.21,8003.51,0,0,0,0,3075.14,0,0,0,0,0,0,0,0,0,0,0,0,12166.44
490.1916a2.65,30741.13,0,16671.53,10128.58,8492.77,9248.87,6033.34,7726.04,5963.77,0,30703.05,2289.56,121434.8,36276.97,109571.89,54089.24,27284.95,83427.13,33153.4,22873.29,36666.09,33533.35,23322.09,78323.48,26211.17,6864.17,21514.76,1433.43,1220.48,3776.19,1632.82,53584.3,84904.96,41244.13,75678.72,92068.1,40554.54,1456.41,20267.17,17198.38,56275.41,51122.69,0,61596.08,70041.31,45451.3,0,30010.76,42204.66,58605.17,72713.3,93454.11,0,22890.94,0,28381.09,118998.82,0,3547.71,28092.61,0,0,11250.03,34367.45,99981.27,5451.87,12282.8,0,47029.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520.3122a2.37,193651.46,94842.38,53712,42736.41,27239.16,0,33008.83,42804.12,23676.81,11305.6,0,0,0,0,0,0,9596.99,20215.55,18136.84,30953.8,17530.85,31344.11,7990.47,22334.56,6549.24,13474.71,2240.09,795.87,5580.56,1912.13,129.17,74251.85,9440.55,16977.2,13595.1,10027.27,2305.4,2382.86,0,1482.27,1759.73,3223.78,4400.37,13163.29,0,5904.58,13320.95,0,0,9803.94,0,0,14205.95,1733.87,6707.27,0,0,29459.51,0,0,4620.63,5646.8,0,3947.7,0,7267.66,7792.04,5687.63,10662.8,6793.69,0,0,2871.39,0,4099.02,0,0,0,0,7556.01,0,4323.25,0,0,4738.31,7227.33,8850.11,13824.28
1180.7594a4.05,30471.62,16028.21,33271.94,43816.66,23637.67,37539.07,59290.74,23044.7,15734.45,37965.27,7633.06,1233.07,20291.09,10067.99,15631.89,54197.05,9729.83,15175.07,14087.86,28938.47,15259.76,7051.17,9017.63,20359.22,12651.23,5161.04,5362.91,1405.01,5122.01,0,642.05,24345.33,0,13713.65,23996.92,23304.24,10860.7,2973.19,5300.86,5164.28,9203.22,29196.65,0,23088.57,0,0,13450.87,0,20852.1,28672.91,26627.02,0,0,6112.5,0,7446.63,0,35641.03,8172.01,0,3138.89,0,19753.33,17617.78,18049.73,26457.13,11930.83,6645.18,0,0,0,0,0,0,10627.92,0,0,0,0,0,0,0,0,0,6085.06,0,0,9798.99
198.124a1.47,0,38116.98,17345.5,70524.72,0,23703.01,72172.86,76530.48,12461.91,14237.75,0,0,0,4974.77,13932.64,32493.59,0,0,31445.44,51339.69,24883.05,0,26960.41,0,27301.21,0,11885.71,9396.28,42619.64,18100.04,309.12,0,0,0,0,0,0,0,0,0,0,0,38285.37,37009.69,13306.97,19058.68,57608.89,28697.49,14032.01,90613.44,0,0,0,12409.19,0,10945.85,0,105597.37,10378.29,34002.88,7004.52,10498.03,5104.5,23837.06,14996.93,26266.73,0,15132.03,0,8203.33,29304.18,9782.57,26430.64,9443.76,20925.26,0,12957.89,10941.77,11386.52,50135.49,39471.29,11240.44,7420.12,30330.56,15158.23,14081.97,44623.31,38382.26
624.3065a1.77,10289.77,3817.34,15484.63,15301.44,12087.45,6081.94,9431.62,12657.42,5918.41,7870.68,24241.23,1175.27,255353.72,8640.7,221090.97,518801.29,14198.2,376631.79,9466.17,353010.09,19997.99,22274.2,4098.9,33146.79,5966.42,0,4535.44,0,0,0,589.02,104526.01,98399.79,18988.11,40142.59,83664.22,33839.24,1605.62,9163.83,2987.76,40923.2,31070.19,0,24429.51,41745.68,23761.92,0,16265.15,19350.45,26455.75,233774.93,113594.92,0,11780.93,0,16949.44,231969.81,0,1138.2,2624.45,0,0,51561.36,6239.31,316698.58,17215.7,2497.54,0,46813.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4981.86,11280.39
358.2351a4.07,0,3017.49,20851.3,10221.19,16776.54,7593.01,12875.25,8788.89,5698.35,10103.31,29081.95,0,0,9952.62,25730.78,76258.14,0,135602.49,11317.54,247448.48,10657.7,7956.31,0,11551.36,4726.9,3037.72,7900.92,2204.19,3712.4,0,0,27253.37,40140.13,14651.82,28443.95,29847.23,17912.48,5280.36,9664.91,8717.31,23520.79,14350.07,0,66461.82,0,15083.67,11888.7,0,8909.76,14776.48,60649.8,86842.52,7912.54,10627.04,0,0,43008.75,16831.93,1362.8,14523.04,0,0,0,13376.35,6555.33,7327.57,5264.61,5703.9,48873.94,0,0,0,0,0,6332.91,5795.94,1476.25,0,0,0,0,1694.06,0,0,0,0,0,12330.19
551.8812a3.38,21492.78,12417.53,20739.28,0,12857.71,18486.87,12823.94,16207.27,0,15689.62,5835.18,0,5943.13,1945.37,0,12632.68,3791.89,0,1957.19,19607.18,0,2120.09,3455.54,5730.29,3592.54,1940.34,0,0,7777.59,1134.13,185.41,6443.83,6729.78,6493.68,7826.49,11477.29,3922.52,1768.83,1457.31,2146.6,4885.37,6101.62,0,5764.26,6695.83,4072.5,9450.96,2636.75,3078.28,8446.17,7397.08,6042.71,0,1948.04,5256.47,0,9256.72,16607.86,2466.02,4688.66,1921.49,0,9732.72,3420.06,4794.54,5490.44,4254.74,6814.71,8479.9,0,0,0,0,0,6684.81,0,0,0,0,0,0,0,0,0,0,0,0,13924.14
704.9569a3.38,15064.9,18985.2,29510.04,4389.31,0,20765.82,20971.01,7718.25,17989.5,0,13988.65,0,4630.66,4469.48,0,0,0,7251.81,0,0,0,0,4618.3,15795.97,0,0,2644.53,706.77,8231.89,1452.71,129.41,882.16,11485.98,3673.06,10648.9,11337.73,2013.32,0,2638.48,822.91,6728.86,8522.09,5150.12,7785.84,4125.54,3615.88,5625.85,3183.16,3208.79,7084.09,3926.95,5365.94,2942.82,1790.37,4766.45,1519.62,4422.71,23152.46,2092.81,4022.27,1958.27,3038.49,7813.08,4238.76,2988.09,4324.65,2105.55,5893.14,5916.33,4333.4,0,0,0,0,3864.52,0,0,0,0,0,0,0,0,0,0,0,0,12774.91
1064.6874a3.74,7427.51,5581.07,9537.96,10877.52,10008.8,10124.72,19457.87,13251.66,10218.7,13570.66,0,303.28,10147.21,2277.5,6194.63,22556.94,3059.75,8350.88,3856.83,16202.6,6285.41,2217.52,3318.69,10325.64,2559.56,1106.29,2980.97,347.21,2877.9,0,323.61,11351.43,6271.73,5348.57,5907.75,4896.1,4808.9,917.32,3027.76,1612,5819.59,3947.38,0,9307.73,0,0,6480.95,6277.69,0,7946.37,13741.56,0,0,1993.01,3610.73,2843.74,0,86950.09,2830.4,5658.97,0,0,6987.17,2797.35,0,6501.13,4990.02,4451.15,0,3684.55,0,0,0,0,3190.32,0,0,0,0,0,0,0,0,0,0,0,0,8246.93
659.958a4.1,0,0,30908.82,0,0,21668.86,39266.65,18872.18,18787.72,0,0,0,7977.79,3619.74,7525.1,31193.47,0,7967.08,0,20515.68,0,0,4284.51,13712.57,6627.46,2341.62,4353.56,1036.55,4644.17,1473.93,300.38,11144.46,11168.31,10796.54,15756.97,14518.87,5895.74,2027.47,2435.96,2616.38,4580.67,10295.49,3131.11,9482.87,9916.52,7577.81,8889.56,6833.91,0,16093.44,8299.42,9611.77,4266.86,3816.96,7754.56,4146.61,13403.72,0,4178.96,10403.2,3975.26,5338.29,12383.09,6193.65,8261.91,10058.02,6423.46,10572.46,10598.33,5403.3,0,0,0,0,7195.16,0,0,0,0,0,0,0,0,0,0,0,0,28069.59
670.1223a4.13,4768.09,2810.43,16612.2,6329.52,7924.71,9561.46,14155.67,4927.24,8269.29,9369.54,0,256.87,5821.65,1626.28,4139.19,13923.41,3150.85,3706.11,0,8532.93,3571.64,0,2528.11,6968.98,4714.74,1428.45,2411.24,491.26,0,0,147.25,6202.09,0,5680.19,10238.42,10227.07,3941.7,1027.13,1712.12,1850.4,2502.82,7316.79,0,3684.58,5517.99,3620.24,0,4134.17,5695.22,9556.68,10646.29,4926.53,0,2629.19,0,2203.61,5945.03,9096.46,2363.7,5395.25,0,0,8980.36,3418.19,4817.2,5672.64,4049.83,4381.17,4715.68,0,0,0,0,0,2865.78,0,0,0,0,0,0,0,0,0,0,0,0,10586.87
432.243a2.69,22279.71,0,23109.03,14304.81,18812.58,12685.71,8327.11,11307.08,5462.12,0,8921.22,0,37697.69,10056.62,29359.25,53706.46,8619.37,66778.13,17317.2,57392.07,4646.86,13961.45,6770.46,17938.04,0,0,4586.85,607.38,4015.78,0,741.08,62871.51,50172.52,12678.7,15782.72,34015.14,11092.64,1326.95,7925.75,0,21808.04,12547.41,0,22244.83,31331.11,14285.68,0,23635.46,21413.85,49553.57,27799.4,39942.25,0,13711.1,11728.36,9130.2,56322.39,0,4609.6,0,0,0,20470.29,0,76146.24,11553.73,3812.61,0,72211.49,0,0,0,0,11810.29,0,0,0,10722.05,0,3086.74,0,4568.43,0,2277.32,0,0,0,3358.01
534.0327a3.73,9239.43,4608.66,17695.56,9789.18,10573.23,11624.91,15641.33,6980.03,8522.09,10950.38,0,0,4149.04,1693.32,4651.7,12412.18,2638.35,2717.25,0,7212.68,3354.29,1957.98,2673.14,6113.14,3265.79,1209.22,1565.85,404.82,0,0,122.77,5702.03,0,4145.05,7301.13,7614.96,2618.17,899.18,1250.85,1418.75,2326.44,5250.71,0,3418.96,3865.3,2675.86,0,2617.57,3781.76,6270.29,6982.82,3828.78,0,1510.47,0,1651.53,5782.15,10669.07,2021.76,3407.03,0,0,6881.38,2766.91,4042.26,4474.01,3032.49,4111.1,4334.3,0,0,0,0,0,2506.25,0,0,0,0,0,0,0,0,0,0,0,0,9486.71
723.8272a4.15,3579.7,0,12967.48,6322.33,5293.87,9677.8,17949.76,3215.13,7949.06,9120.7,0,0,1751.38,0,1860.5,13319.37,0,2190.05,0,8326.37,3388.45,0,1964.66,5642.61,3854.98,0,1518.29,233.05,3221.81,0,0,4016.67,6589.07,3615.22,7049.09,6373.06,3421.56,638.84,1054.17,1084.97,1388.72,6901.39,0,3240.09,3792.21,2309.88,0,3048.44,3365.85,7511.39,4102.95,2146.45,1889.72,2600.37,3767.9,1621.33,4865.85,18852.67,2196.52,4253.76,2017.72,0,5226.42,2118.04,2371.15,3995.14,2587.95,5833.51,3875.41,3742.26,0,0,0,0,5573.43,0,0,0,0,0,0,0,0,0,0,0,0,16013.59
713.823a4.29,4255.83,0,15940.82,8694.1,7052,9266.03,12897.7,6799.38,7239.58,11301.96,0,0,0,0,0,10983.21,2138.44,0,2685.86,7705.32,3160.45,0,3978.09,6601.57,3694.21,1795.62,3005.93,494.47,4177.51,0,0,2474.92,11071.42,3979.39,7173.87,7576.28,2369.85,860.82,442.12,1274.87,0,7534.72,0,5581.23,5220.63,2384.01,0,3391.09,4295.63,8282.45,4659.85,1438.69,2876.45,1986.38,9097.29,2688.73,1507.75,30095.4,1982.91,4663.53,3590.33,5937.53,6932.9,2980,3499.9,4963.56,3192.56,6360.83,4806.95,7716.69,0,0,0,0,9379.73,0,0,0,0,0,0,0,0,0,0,0,0,19956.37
953.143a3.98,5538.12,3688.23,12583.89,6657.24,8457.41,7381.69,11523.36,6839.27,6685.08,6838.52,0,0,6670.06,0,0,11281.1,0,3764.41,0,8274.27,2987.46,1301.91,1884.13,3819.78,2217.75,994.6,1493,325.16,2811.51,0,0,3855.51,7848.89,3419.33,6111.26,5869.15,2266.81,679.93,699.25,1334.39,1938.79,4483.74,0,2651.58,3149.54,1906.21,0,2052.8,3895.04,4523.64,3401.83,3097.08,0,1012.79,3340.98,1182.6,3616.97,15370.31,1331.38,5244.47,1810.39,0,5858.04,2476.39,3172.38,3723.9,1938.49,4036.69,4227.81,0,0,0,0,0,4170.61,0,0,0,0,0,0,0,0,0,0,0,0,9312.38
465.3068a3.35,0,9322.48,7733.47,0,10102.65,18270.1,10982.79,0,0,44194.63,0,0,0,16403.95,13671.22,0,0,0,0,0,15702.89,0,20802.47,44967.99,4096.86,6947.9,7726.92,1037.86,31456.2,0,0,0,0,23615.33,42946.19,31324.19,10330.21,4214.3,0,0,13438.65,30116.31,19756.3,27500.68,0,0,25155.32,14221.74,0,28599.46,11062.13,37904.47,0,16256.12,34555.66,7308.31,37769.83,27444.99,15497.93,0,8417.31,5314.98,30087.78,19243.16,16165.42,10095.77,0,8184.26,20988.04,37713.36,8898.14,51514.74,37044.82,0,39597.85,41926.67,50428.59,0,0,42238.07,40154.09,0,5086.37,45755.9,9549.66,89436.17,85902.34,86064.22
660.7795a3.71,7550.06,0,11677.04,0,0,13433.09,8190.59,5627.86,0,5983.43,0,0,5018.32,1866.96,4387.13,0,0,0,0,11942.08,0,3826.91,8375.85,14584.46,2667.61,3558.68,2021.54,685.08,6026.38,1059.23,233.85,11226.66,9380.57,9312.55,8920.3,6629.67,2914.78,1996.07,2713.86,953.61,2105.5,3732.27,0,3747.24,4028.09,3056.48,0,3347.51,5732.98,10496.74,6170.58,8144.83,1970.39,1806.65,5617.28,2204.79,6489.62,26085.03,2217.42,6186.1,2714.01,2534.84,6797.21,3608.31,3781.75,3984.47,3733.06,6635.82,5682.72,5235.4,0,0,0,0,4605.23,0,0,0,0,0,0,0,0,0,0,0,0,13875.06
675.7869a3.7,5566.29,5849.85,10254.3,6446.4,5696.91,26674.1,12766.22,4053.31,13337.04,13896.37,2496.26,623.3,2894.93,1712.98,0,10834.45,0,0,0,12803.5,6373.24,2586.8,0,6097.7,3488.26,1196.31,1259.55,264.89,6025.22,0,0,4019.92,6972.32,5200.93,7149.61,5228.13,3487.52,1078.84,0,1398.98,1513.82,5401.64,0,3377.04,3797.63,2746.56,0,2417.56,2472.47,7221.88,3523.19,2824.41,0,818.07,2938.61,1888.69,4607.89,13497.91,1251.35,3655.37,1961.2,0,6069.63,2414.44,2023.92,3339.4,1668,4646.8,4327.78,0,0,0,0,0,3045.87,0,0,0,0,0,0,0,0,0,0,0,0,10157.81
316.2949a5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.18,0,1370.63,0,65.47,1288.31,1434.8,1257,0,2786.93,945.66,433.04,568.17,549.4,2007.25,2476.55,1618.61,2488.48,2313.15,1706.25,3988.1,1122.23,1912.09,4459.78,1785.24,3163.77,2551.06,1204.63,2140.67,1332.05,3933.17,7248.95,1095.63,2240.11,2094.22,3836.43,2696.78,2509.77,2880.66,3445.27,2196.2,5382.58,3241.22,4777.62,5142.96,4163.05,4618.28,5122.14,3679.98,4828.33,5399.73,4451.78,5790.27,5871.53,5403.65,3655.19,4737.23,5460.65,4560.29,6741.63,6834.17,7448.89
586.7382a4.17,3280.14,3800.7,4082.85,3502.37,3613.27,3801.74,3804.17,3254.57,3426.35,0,2858.93,283.89,0,1879.99,0,2575.45,0,0,4306.09,4909.91,5449.72,2897.15,3513.74,8313.25,4277.33,1237.03,2202.91,558.76,4614.06,1007.05,162,3359.03,9189.77,2579.68,3263.6,4039.11,1569.7,521.7,1284.53,1214.7,0,0,0,5245.06,4776.33,2236.68,5462.86,3293.91,4161.01,8696.79,0,3339.15,3349.22,0,5865.5,2458.31,4442.28,31383.78,0,6552.41,3770.86,4429.75,3046.81,1747.68,0,3282.37,0,7201.58,3068.45,4304.54,0,0,0,0,5328.12,0,0,0,0,0,0,0,0,0,0,0,0,7082.03
622.086a3.5,12599.39,5952.97,15765.05,0,0,0,0,0,7820.49,8550.16,0,0,11997.76,7436.33,7960.35,0,18531.41,16657.51,0,26578.11,3458.09,6254.73,1387.38,6710.25,4323.39,1436.9,0,1172.66,0,1894.81,174.2,7329.89,13058.52,4753.93,5649.28,6121.84,6566.13,1775.88,3349.54,2118.51,1819.33,8114.1,3416.73,5428.92,9473.77,5915.8,6017.97,2503.07,1773.09,3612.86,3968.19,7865.88,0,788.53,3761.1,1335.09,3430.89,22914.91,1285.25,4565.96,2108.59,0,5097.42,2306.56,3128.69,4441.6,1395.1,11013.54,3224.92,2577.48,0,0,0,0,4769.73,0,0,0,0,0,0,0,0,0,0,0,0,9672.47
536.3008a3.9,4019.65,0,6504.93,4684.66,5615.76,6309.59,3876.55,0,4293.98,0,10160.63,791.28,26340.03,3283.59,19814.64,24611.73,7761.34,36381.19,7767.49,37864.86,9814.91,8712.42,5739.52,10935.1,5109.56,3173.68,4674.44,1197.38,9363.21,4025.49,517.55,20838.14,22038.71,7047.34,7297.17,10732.45,6391.53,2189.37,3105.86,3007.42,11226.3,3365.89,4936.24,16134.86,11507.73,10019.76,0,0,0,5884.28,15773.2,11421.21,0,3226.46,0,0,12381.87,34907.63,0,23298.71,1265.16,16138.11,5795.51,2411.77,11632.38,5160.53,1271.19,0,8961.61,0,0,0,0,3925.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536.2615a2.07,33244.2,9313.96,37812.09,20919.79,20285.99,10643.61,2386.31,24665.11,9410.62,7973.05,17067.16,202.13,422329.24,109347.34,218609.26,417451.34,32765.72,303633.69,3617.34,161814.4,8391.49,17436.09,0,29578.32,0,0,13374.53,173.03,0,462.66,863.54,98830.48,135517.08,36444.86,28932.67,187268.87,6101.17,1000.25,2916.52,3915.44,32416.36,55450.21,0,45878.33,471938.29,161322.46,0,140319.72,196713.57,23268.75,113857.08,337932.49,0,22901.46,0,124763.54,115765.38,0,4136.24,2076.62,0,0,9038.17,0,538248.2,70686.8,0,0,161369.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5781.94,1872.49,8061.59
360.1908a2.61,52348,28087.22,88448.32,49180.12,54451.11,50110.55,35457.9,53822.79,27359.5,69711.75,12814.24,357.55,166315.49,15722.4,94967.28,148138.84,12496.39,215854.53,6564.03,193159.84,9165.97,4603.18,5037.97,6996.15,1351.04,799.8,1124.4,927.16,0,0,0,37524.12,88863.02,5758.37,5637.89,19593.23,17960.55,1085.99,11011.78,4635.73,26117.57,4535.57,0,16016.99,4805.71,4641.25,0,922.64,0,5296.14,173673.89,42787.44,0,1392.14,0,3789.01,70458.15,6495.84,1027.21,3229.94,0,0,35898.62,2112.97,162214.65,10944.37,6889.22,0,19338.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112.8279a4.67,43777.65,27384.01,85818.05,64475.26,61179.41,68008.21,110350.57,54588.97,69712.82,78040.76,22042.64,2175.5,51970.68,20005.44,32813.89,161137.03,31436.28,41701.65,34101.13,103594.27,33172.52,0,25929.47,63020.26,32302.15,14474.84,19084.26,5394.16,0,0,1464.82,41010.19,0,50852.55,82310.39,74242.72,35901.49,13191.79,15912.08,16417.17,35180.39,59219.86,0,45384.03,54763.41,40388,0,33693.83,44884.27,76089.98,44639.39,59624.02,10663.4,23558.98,0,0,69667.42,0,24052.13,50251.6,0,0,78144.15,39674.04,66186.28,69033.1,36564.17,0,54853.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111222.2
510.2847a3.64,8258.58,0,12402.59,8341.21,6879.72,13236.41,8055.91,5131.74,6120.33,2170.69,184270.62,2403.15,140351.26,12216.61,180797.35,470958.33,42100.67,372640.59,90690.68,371309.36,153788.13,121569.98,27468.17,60633.67,13233.19,4275.51,44802.54,1093.81,0,1759.71,190.19,625803.44,671880.81,43831.66,86155.8,77290.66,99132.57,1749.75,20121.69,17703.06,68555.67,9278.85,0,40759.01,63475.02,38520.41,0,21141.78,39073.58,25213.69,71053.63,129682.14,0,17183.16,0,26570.16,188818.2,0,0,13712.08,0,0,18610.04,12303.44,51143.03,14775.37,2119.05,0,13838.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321.9109a3.58,38823.63,24485.07,62019.58,38801.14,0,33572.04,62204.79,38978.24,30628.1,42201.37,7258.89,1645.44,10532.5,0,9749.89,51383.07,12724.65,0,0,42118.53,13128.84,10668.56,15050.36,26924.35,12661.08,7451.35,5922.59,2718.91,21373.89,3656.9,713.24,24102.62,36169.55,19171.79,26211.28,28069.1,0,3590.22,3000.32,3610.07,0,21683.79,10115.72,18343.61,17239.17,13974.21,27882.81,10166.4,14624.68,31229.52,14318.69,0,0,0,24540.67,9056.83,21420.21,114859.81,8146.94,26187.47,13639.95,16252.28,23151.34,0,0,18551.38,0,0,0,21247.68,0,0,0,0,23707.04,0,0,0,0,0,0,0,0,0,0,0,0,64698.8
334.2008a2.58,25587.09,0,0,0,0,4657.08,0,0,0,3450.23,4886.3,0,10884.58,4348.19,13740.39,4573.14,2742.04,12009.77,17615.63,0,5663.97,0,11161.62,0,8319.44,0,0,0,8303.69,0,406.78,12551.36,4895.92,5724.94,0,0,6070.56,0,9023.39,0,4197.04,15948.2,4584.56,30254.36,18239.13,7885.86,0,16768.6,3430.16,24610.19,8117.11,5959.93,33235.61,0,43000.1,0,0,15710.56,7119.11,0,8020.69,16850.73,12680.42,5127.41,0,12902.13,11878.52,21687.52,9162.62,19645.22,25998.1,4518.24,15663.75,7584.97,11079.41,30006.51,19431.7,0,16830.79,0,10240.95,18020.01,13156.82,0,0,17066.11,31980.98,0
