ID,[Area] Sample003,[Area] Sample004,[Area] Sample005,[Area] Sample006,[Area] Sample007,[Area] Sample008,[Area] Sample009,[Area] Sample010,[Area] Sample011,[Area] Sample012,[Area] Sample013,[Area] Sample014,[Area] Sample025,[Area] Sample026,[Area] Sample027,[Area] Sample028,[Area] Sample029,[Area] Sample030,[Area] Sample031,[Area] Sample032,[Area] Sample033,[Area] Sample036,[Area] Sample037,[Area] Sample038,[Area] Sample039,[Area] Sample040,[Area] Sample041,[Area] Sample042,[Area] Sample043,[Area] Sample044,[Area] Sample047,[Area] Sample048,[Area] Sample049,[Area] Sample050,[Area] Sample051,[Area] Sample052,[Area] Sample053,[Area] Sample054,[Area] Sample055,[Area] Sample058,[Area] Sample059,[Area] Sample060,[Area] Sample061,[Area] Sample062,[Area] Sample063,[Area] Sample064,[Area] Sample065,[Area] Sample066,[Area] Sample069,[Area] Sample070,[Area] Sample071,[Area] Sample072,[Area] Sample073,[Area] Sample074,[Area] Sample075,[Area] Sample076,[Area] Sample077,[Area] Sample080,[Area] Sample081,[Area] Sample082,[Area] Sample083,[Area] Sample084,[Area] Sample085,[Area] Sample086,[Area] Sample087,[Area] Sample088,[Area] Sample091,[Area] Sample092,[Area] Sample093,[Area] Sample094,[Area] Sample095,[Area] Sample096,[Area] Sample097,[Area] Sample098,[Area] Sample099,[Area] Sample102,[Area] Sample103,[Area] Sample104,[Area] Sample105,[Area] Sample106,[Area] Sample107,[Area] Sample108,[Area] Sample109,[Area] Sample112,[Area] Sample113,[Area] Sample114,[Area] Sample115,[Area] Sample116
name,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,Badlands,11AS14,11AS10,11AS13,11AS12,11AS07,11AS09,08AS37,08AS26,11AS14,11AS10,11AS13,11AS12,11AS07,11AS15,11AS04,11AS03,15LO25,13LO12,11LO44,11LO40,05LO53,04LO49,16TU44,15LM54,15LM53,16BR81,11LK36,11LK32,11LK33,11LK30,11LK26,17TU493,99L09,99L09,14LO83,05L068,01LO34,17LO74,04LO58,04LO12,02LO43,01LO32,00L13,14LO83,05LO68,12LO46,04LO74,04LO58,04LO12,02LO43,01LO32,OOL13,15BB68,14BB17,14BB03,11BB35,06BB12,g13,y34,y33,g13,w36,y60,y48,p9,r110,w36,y60,r110,y33,y33,y48,r110,y33,b18,p9,g13,b18
class,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Sample,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Chronic,Negative,Negative,Chronic,Chronic,Sample,Chronic,Negative,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Chronic,Negative,Negative,Negative,Sample
year,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2015,2014,2014,2014,2013,2014,2014,2014,2014,2011,2011,2011,2014,2011,2011,2011,2015,2016,2016,2016,2017,2013,2016,2016,2016,2016,2011,2011,2011,2011,2011,2017,2012,2014,2017,2017,2012,2017,2017,2014,2013,2014,2013,2014,2014,2017,2013,2013,2013,2015,2012,2013,2015,2014,2014,2015,2014,2016,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
112.0132a0.44,706844.53,737226.84,560397.09,625187.32,603081,653788.01,756598.73,797922.46,574387.03,481859.28,602498.07,45482.06,519664.6,33648.16,378522.92,194951.02,352525.46,386399.59,551943.59,505500.52,511358.05,253176.81,319891.65,530074.41,273594.95,155086.41,17887.35,6697.21,59152.13,19282.02,2091.98,221815.89,141455.65,52172.62,73292.54,79215.22,216855.13,116677.34,144803.93,123746.72,266766.85,81331.04,182764.93,104628.18,67901.01,37544.57,569467.79,29428.47,50675.8,93366.9,44432.39,87225.43,54605.63,34502.95,134186.11,32862.36,40869.96,644282.36,76082.1,60333.73,147664.79,69131.92,451908.22,335811.73,311075.88,494448.98,247773.62,246232.98,159583.07,153610.61,163347.77,116560.88,54817.33,54460.91,57189.61,230358.31,125077.29,138509.69,215770.2,243669.96,216615.11,149391.41,260836.79,189580.64,358934.01,333708.62,247762.62,371655.36
611.4979a5.61,282958.58,246880.74,238248.51,276179.35,279379.19,242903.22,284839.17,288370.36,245897.92,224928.7,237937.05,23037.04,286130.34,150448.65,269797.28,239035.24,204696.24,264648.86,278798.05,285533.16,266969.92,161920.1,192428.53,500485.59,171030.59,97701.11,101294.18,29996.16,242527.98,66202.1,10418.1,204728.96,201231.84,179492.63,302550.96,304867.42,176733.44,58943.58,86580.46,67740.86,172464.08,221539.19,204869.23,263817.39,240904.01,173663.93,484820.16,128554.75,172117.73,283687.14,154291.85,275621.78,206293.16,97824.72,221479.93,101480.07,255161.65,646598.74,90877.11,202652.27,152189.68,251259.08,241930.88,168623.63,202354.07,247760.2,151328.92,314016.9,222996.3,261835.77,299565.19,303766.59,285792.94,293950.09,191307.95,262156.45,294249.1,277098.85,283125.11,282767.28,295621.89,220320.46,288702.8,268766.85,299695.72,260885,274504.48,295916.09
179.0595a0.71,386953.11,328143.18,272890.86,676516.68,237205.03,242658.42,279878.73,460450.68,277261.92,236748.38,189014.63,34005.46,129276.88,276752.84,188552.88,192483.76,425182.18,91096.36,145617.29,165194.76,237197.83,143559.49,270309.13,476647.45,270346.25,166728.78,78739.09,18444.45,93427.56,77645.09,6361.53,287506.08,460310.76,498781.39,663048.48,761581.16,213251.21,129271.65,140709.23,167710.38,411272.01,329712.35,416590.26,119801.43,236895.64,88429.82,647457.3,122394.68,209040.07,220012.92,163208.07,154129.98,169493.55,66847.29,157925.07,117257.2,125031.2,966179.24,55269.8,166828.51,144052.29,221444.21,184241.69,148335.07,249815.21,202029.88,114092.39,11943,121889.49,62292.3,18954.38,41503.49,56048.72,71253.27,23781.81,41738.01,113103.57,147747.03,124133.59,144421.31,54213.62,59679.34,38695.02,62872.51,3450.57,4099.18,12366.61,27233.47
636.2991a5.38,79426.79,50237.3,164335.6,91633.77,102219.72,142858.72,184909.74,126891.45,61694.74,112940.9,84528.42,8607.97,290283.17,74026.94,68087.49,206280.58,109822.57,183110.1,202582.77,138546.27,210043.24,39167.11,223953.44,586428.27,181659.89,75149.04,88450.37,37498.28,267268.43,80884.91,9732.1,83850.01,197963.83,186880.88,398310.88,427174.04,164624.65,113678.39,157939.4,142045.19,321590.72,320743.82,490025.23,440142.49,306022.06,260573.45,1057447.71,172197.03,275365.55,408243.71,226787.65,327203.76,292639.49,168562.33,366188.44,160309.57,309698.76,1375956.72,174758.63,196533.57,393647.71,386676.8,384399,400836.33,375753.67,412704.55,257950.14,677479.39,373965.47,432992.89,341017.03,471458.25,543221.39,411993.21,350524.38,402038.38,484850.77,420968.16,353933.27,441254.8,678542.17,363888.94,585647.66,522699.05,632741,24768.94,61714.97,53782.31
2830.7711a3.91,678211.12,111741.49,281271.4,433447.75,171905.95,193045.43,545886.27,56836.63,275553.09,137972,101321.69,9797.27,121410.6,22894.36,181868.64,33028.14,181286,136324.99,93070.68,282363.47,36689.16,160229.79,56295.72,49799.83,46855.09,65724.01,39776.58,24130.72,170668.85,69493.33,2469.94,147772.31,64052.25,143493.02,73556.96,105993.45,35212.78,25866.67,25063.01,27439.01,97707.87,52847.78,215755.04,95652.47,105589.21,15184.28,83282.3,11351.61,52940.04,20225.3,41475.03,20327.16,81220.73,17932.2,52833.74,3506.31,3942.73,56383.74,5135.58,37063.41,15901.05,138092.79,23646.5,4694.03,11650.77,38375.25,27371.72,22285.31,15379.93,29670.93,5859.76,4244.9,39041.6,183962.7,40850.82,17612.71,59814.83,5251.17,40182.47,127116.2,44035.38,11477.1,99134.1,6346.23,59941.18,59666.95,95644.89,11416.64
795.5351a4.16,479385.91,417082.94,364763.55,466840.47,451685.91,422236.86,459476.19,456810.96,392179,363181.97,412237.29,38574.31,453529.58,234872.15,457457.64,354832.25,328124.67,407301.9,486135.25,423952.84,440823.92,254452.53,300626.62,591731.88,271205.71,148029.74,157347.38,47544.93,377719.45,101775.31,16590.15,300015.53,281356.88,258090.15,443391.2,443996.01,190081.04,85298.28,122846.64,93738.65,232918.28,308885.46,290526.67,367312.56,327713.89,256937.01,656050.01,189593.17,222867.69,415463.67,204038.19,294746.05,266061.83,110426.17,290510.4,126710.93,335145.86,761848.59,116192.82,208840.74,176022.25,289888.01,282243.78,191906.07,225443.07,288898.32,167128.53,371870.99,233500.47,285168.16,328876.2,319900.88,295173.42,298052.37,195229.43,308373.3,299010.64,270900.11,279616.64,258077.1,277950.81,198211.26,273324,243886.25,257805.59,81526.21,103672.55,91915.34
2814.4073a3.91,615120.72,111805.23,253466.72,383835.17,153612.92,175586.72,481594.32,53715.49,240153.03,137676.89,106383.18,10726.02,104468.06,18904.13,167878.05,22825.9,156215.03,138744.39,73035.6,262889.74,25587.89,136529.01,43868.79,28782.38,33991.82,61107.44,33896.69,21616.89,160183.58,62984.58,2254.96,135965.67,58049.42,113866.76,56979.01,79009.05,25496.48,23199.13,21296.07,23058.75,82739.02,46141.39,179077.93,85007.13,94175.06,13471.8,73670.72,9704.66,44832.82,14561.87,35753.12,18145.79,69965.09,15684.94,46983.35,3524.53,4561.93,50300.76,4248.46,32811.72,12807.23,119626.04,16626.68,5133.56,8437.99,34835.6,23620.34,18164.85,12940.23,26534.24,5266.81,5393.81,33976.76,165063.02,36193.09,17236.27,50634.32,4998.73,37081.59,109566.43,37039.21,10428.83,85923.38,4860.67,51262.74,52879.21,79885.45,9070.77
280.186a1.33,164439.59,102655.31,138805.6,174949.25,149219.42,152396.33,169469.98,306462.6,112223.88,136277.85,93558.63,6422.38,231034.59,44784.3,130014.49,448333.03,77180.08,242538.98,118465.41,286575.55,98069.3,52302.52,54507.86,77830.73,33636.1,20554.27,29590.52,9161.23,225400.3,20919.84,3838.08,103957.4,223749.7,43013.23,99858.85,92082.79,49647.88,16754.27,29170.07,27916.35,48976.35,65496.74,177834.36,124244.67,96123.18,86867.47,414693.45,54305.46,49674.61,150247.01,174568.35,84433.2,256414.77,23209.32,494246.85,45699.77,154175.35,1120312.86,37592.69,94945.94,233279.48,307611.73,111181.2,29981.03,118545.11,128031.58,53110.15,80307.94,124506.66,77148.53,73390.15,68728.99,8691.44,68434.44,50621.26,8670.93,63191.5,67024.04,34800.76,34337.37,26043.3,49239.38,36244.56,28132.18,48010.99,32242.71,28192.62,189576.03
103.0995a0.4,604595.25,1007674.65,20446.33,787345.81,339822.8,608794.44,588376.19,713069.4,284948.33,354981.94,414463.64,30544.28,703217.29,190912.72,271751.21,256752.32,221815.71,342861.9,550819.03,236069.88,499516.45,87814.01,348028.03,451900.97,209764.66,143097.61,121525.11,47768.69,347314.67,83584.77,13710.09,200075.12,294254.59,257280.73,404037.89,429163.72,464894.26,206749.8,281444.13,77373.65,441451.06,334366.76,189941.06,552121.98,305284.26,160190.25,647506.91,100745.29,175176.58,395303.67,480034.46,176116.32,742978.78,158936.56,461682.25,107530.22,483109.11,2224372.63,276970.65,170407.31,339973.51,407980.19,203018.09,392564.96,294680.51,464677.89,357891.63,592201.85,878412.96,384938.15,293295.83,404946.22,113089.12,106038.3,466097.71,734766.73,120520.99,190729.67,617292.38,163171.4,420603.46,366737.35,634223.65,620016.53,746314.31,510666.49,381139.09,363495.17
139.0611a0.48,447385.03,720756.08,441617.37,642500,458307.21,433365.05,618412.33,626251.59,666421.57,359972.2,708903.44,39073.47,286355.25,214861.26,373216.31,242900.66,213970.23,384861.4,402379.9,661511.14,380875.62,279001.61,156100.34,248051.95,191590.79,100962.67,98721.66,24330.82,167182.64,58542.87,4002.22,171636.76,159187,162567.45,257865.78,299857.22,163425.71,75131.87,76784.89,122377.01,190344.07,210399.5,120463.03,125839.6,248624.55,187848.38,276302.2,40428.25,136864.23,191978.56,154187.83,170097.54,119299.1,83204.31,189061.92,87287.33,251879.99,456941.31,48288.15,133854.18,92571.94,148614.52,200802.3,285146.14,172848.7,272688.37,212053.21,235969.02,276442.14,321280.38,264608.49,145299.9,293903.62,267168.28,156069.07,158672.56,190111.53,214367.65,205687.56,315695.82,403429.54,234500.19,224767.3,454180.14,297172.49,93049.64,588520.71,24073.49
290.2439a4.13,70896.82,32628.49,29590.74,38367.78,50586.68,47571.73,54295.02,47080.27,34790.35,35838.66,99481.8,4491.85,44984.13,19945.27,59778.57,38096.01,31456.82,28337.09,118337.31,37274.89,92595.62,22903.29,40132.94,54952.78,58606.59,16305.64,14619,5151.22,42408.89,9882.03,4584.54,46517.92,52736.64,44864.29,49489.72,61113.64,20780.06,7781.12,17690.63,14360.56,21069.25,102308.51,41747.81,163142.72,48937.23,25546.65,943922.81,57876.11,28708.13,164083.43,39672.98,49028.29,35326.49,14585.82,38794.69,17696.35,52449.27,114259.19,31941.33,26681.2,30311.35,48944.46,44637.9,32233.12,39165.4,103487.9,72000.59,141299.32,33635.99,54781.98,138151.82,53198.91,84799.14,47798.53,36111.63,248512.27,146829.64,51328.97,63347.95,49788.92,67185.26,47414.75,77983,60607.26,57143.66,65837.07,161409.76,80447.51
521.5891a6.86,45279.68,21751.38,25504.57,34051.75,61134.98,36636.45,66892.66,43431.83,183559.95,27120.18,25645.13,3081.42,50276.71,22984.62,26535.26,48856.46,77794.28,96369.17,57571.62,30501.83,83473.57,95944.48,184859.62,145289.5,40731.09,13394.97,46079.83,4551.68,138295.56,13364.21,5900.98,144994.56,32201.27,29966.3,73801.07,114782.24,142438.93,11746.09,17076.82,12652.96,135060.87,78862.26,202730.1,124203.58,115527.39,352017.69,115622.49,47477.6,41439.33,496184.83,123067.5,43820.85,60604.96,60044.71,91192.44,29804.06,429721.7,115978.06,53045.57,211207.68,165186.2,50202.99,121024.43,33622.72,210731.61,73119.75,282808.17,91946.87,208204.57,60990.22,134617.53,106807.58,108945.62,263977.89,150327.01,69402.81,516053.38,187388.15,118151.74,153992.42,99661.37,340690.3,226386.93,64053.89,24634.37,20258.14,16074.67,17024.04
655.5232a5.56,214491.12,184008.7,175489.01,208114.96,213664.83,193253.4,210626.79,210860.02,180660.49,163596.6,174895.97,17163.83,222334.61,109543.01,198815.28,177217.78,147287.9,191669.91,213632.98,212030.8,200439.03,118762.39,145652.86,269462.13,128868.8,69077.6,76499.67,22897.44,181432.42,48700.03,7858.53,152601.28,156555.32,131418.84,224220.67,220531.33,100443.6,43930.87,60211.05,49782.11,130937.65,161054.08,146963.69,186604.4,179441.68,136308.73,359564.82,94303.25,115660.52,219575.06,149323.34,182641.6,159145.68,73341.3,170445.32,74335.06,201118.18,491548.12,69310.66,137470.82,111832.86,185791.36,185921.43,115347.06,146210.2,176951.93,110808.46,222621.99,160562.42,198153.51,219969.07,213422.19,204675.47,216288.79,145326.92,198234.55,217165.89,207718.25,217168.41,201889.75,215664.07,160632.96,205987.53,204628.44,216431.13,187608.17,207734.64,206135.47
915.5618a1.8,397408.62,280647.69,223162.22,492517.74,309434.61,361101.07,476672.36,344191.83,331064.78,203677.55,228946.47,24320.39,155534.82,101965.02,197697.72,335012.29,200975.91,210793.62,219916.22,226566.3,226285.51,142599.1,166351.51,288787.05,117232.59,70494.83,72932.55,17338.13,138706.63,43235.68,6207.29,105997.58,127983.56,117977.81,164015.2,189736.02,79836.2,31760.58,49426.51,38189.06,89684.52,117565.55,162726.69,158466.24,136336.81,114955.74,343120.32,82496.78,108397.16,172585.3,72014.02,139511.65,137929.84,46271.92,122286.22,64775.57,153266.78,374008.85,52209.69,124214.93,123435.59,142293.82,140927.21,159333.29,99849.54,154899.88,110900.31,200377.08,137482.75,166732.79,229795.64,209070.14,233188.03,195525.45,129375.98,162415.75,173633.8,180119.82,181128.27,173875.68,170690.09,149993.44,187054.94,215596.65,236355.25,328308.82,304417.13,429564.51
231.1463a0.58,86068.3,73748.34,51548.24,102172.78,130204.19,93335.28,118068.39,51627.86,91385.8,46359.13,54626.8,3592.49,60083.7,19239.8,82943.65,50856.41,92672.28,60347.96,65585.1,74779.64,55961.02,30165.82,52961.61,55698.7,33055.3,29717.67,9628.04,2063.86,23603.73,13084.5,1361.68,76063.94,27427.61,43327.12,64829.27,35734.51,26098.1,21862.96,19663.27,18775.71,56350.58,23336.23,75704.89,43914.85,28473.12,22741.22,66311.84,34964.55,25743.69,49897.81,19936.05,33209.81,54023.26,10981.3,35980.76,14110.76,28661.43,91331.83,11527.94,28007.47,22245.59,58382.65,51810.31,39857.22,87339.07,75683.6,40361.35,36953.6,23577.68,46011.56,84734.21,60741.71,62726.72,60142.34,21486.2,30119.18,77855.79,43492.66,58417.33,79503.45,71625.92,55140.21,76470.19,89285.09,64348.6,371863.3,366034.17,447004.92
959.5897a1.84,252087.87,247158.46,172195.46,287213.31,273906.69,242511.54,267688.81,273059.49,302951.24,190284.69,205126.56,25278.79,163717.59,101986.34,185093.75,247715.35,142355.73,155388.71,226515.99,232381.96,233232.29,126650.08,144658.1,267046.51,110548.94,63317.25,60554.47,17165.56,136081.55,42034.21,5947.88,211630.93,130581.95,101226.72,163166,177184.8,79449.92,30804.81,46915.44,32683.11,91980.09,114121.03,147073.13,149937.51,129252.36,107474.49,316239.85,85215.5,97877.67,167133.6,79555.32,130886.6,133507.77,46480.76,112536.83,57026.83,159498.89,334587.74,50279.26,109454.19,114073.49,128928.35,140307.39,130982.45,105093.8,140234.48,95760.04,182292.08,137732.66,160072.88,216362.61,197630.19,218399.81,195935.44,117441.96,162490.86,177190.78,176390.28,172708.72,172779.14,172637.96,152678.64,184211.81,229716.14,233467.76,331913.22,307084.14,424428.06
1213.6139a3.91,470432.89,85649.42,183985.99,305382.36,126721.95,135054.8,378153.91,37076.76,185284.56,98110.01,71164.03,7267.63,75626.46,15580.03,120094.81,23713.56,124984.15,83322.46,65290.85,185841.13,26266.99,102277,31327.35,28175.39,26762.13,43217.11,23345.89,15278.54,108099.21,44635.57,1595.37,91612.37,42002,90892.29,48267.67,63679.22,20109.89,17051.36,16863.84,17925.26,62448.83,36357.22,134253.73,63375.7,69779.91,11858.38,56324.67,8578.26,35027.49,15137.05,26905.99,15374.75,52949.4,12114.73,35268.97,3203.53,3484.12,41436.67,3368.93,23893.84,9595.49,85807.26,14782.55,2763.17,7422.91,26144.86,18393.1,14018.75,10391.16,20598.83,5010.81,4437.38,27291.82,117962.4,26703.59,15615.63,39615.94,4566.32,27475.93,82644.67,29055.67,7336.35,64493.84,4786.84,38334.1,40332.59,62619.86,8487.27
440.2976a2.1,267264.98,217665.21,251201.62,326833.96,308567.79,198796.78,271363.33,445572.2,198137.7,211380.63,75534.27,6875.26,66095.63,44048.98,70893.96,247343.08,92589.46,110956.2,116862.34,162263.17,85130.75,66598.15,68193.5,134921.25,52627.43,20173.58,40962.1,10619.67,91358.29,17966.24,2877.73,96300.32,176298.48,84018.75,134816.62,130904.42,56440.77,19094.16,24999.85,21586.63,49240.24,87684.09,49851.2,127382.66,88595.2,69525.62,182261.09,55638.33,57300.25,143769.31,83987.68,99762.04,101912.06,33963.05,172039.3,27725.1,141370.36,598224.33,34188.63,96562.53,119493.95,100207.68,98020.57,52814.61,62732.38,89843.45,48384.59,77171.15,119616.77,88069.69,21691.41,18641.94,19709.14,16808.9,68804.19,19608.02,19472.74,21084.61,23252.96,24144.49,27292.94,17425.78,17958.83,27177.42,27761.31,31421.36,34687.5,207859.32
549.6215a7.07,79975.67,51130.94,49409.53,84904.61,75350.05,65761.9,95195.3,73313.51,151676.55,50740.23,55033.07,5723.18,73318.01,40045.48,58388.36,78547.34,75062.18,102570,94584.64,64481.82,89993.63,88893.83,183405.23,139935.26,62373.8,24951.77,43779.29,8035.82,67722.53,18288.18,6442.9,117128.71,58093.25,47616.91,98045.57,110152.54,103708.67,14168.15,22644.44,20322.03,87296.6,92029.59,143802.55,115897.72,119915.1,213881.55,156900.27,43194.73,56803.62,182095.41,105264.5,64001.67,72090.35,51508.84,104495.89,34725.07,345943.54,170151.23,55251.53,170606.28,143737.28,68584.42,98981.38,51227.95,151143.03,92341.23,248570.61,117169.88,139355.26,69425.28,183950.32,135117,117792.08,204975.53,123945.72,94645.06,471069.97,189475.43,118541.73,152492.95,107724.04,259641.41,160933.18,70205.54,51776.48,48020.67,49670.46,51366.2
250.177a1.51,110942.64,188796,183681.99,200657.54,223059.33,156227.78,271458.16,201732.74,99394.01,147376.88,164353.26,25563,374795.14,140379.48,172459.23,327764.91,201808.76,313850.39,304863.42,276020.44,281216.12,147261.73,232796.16,477372.38,199920.37,121988.28,76394.5,18745.95,329974.7,51477.29,11181.45,201688.35,220771.68,236075.36,369799.09,383395.09,111005.32,55000.32,60092.74,81206.13,198645.54,170601.28,335757.94,320715,331361.88,233076.98,857896.48,150537.42,208329.47,393328.96,204244.41,251610.6,221310.89,115519.82,402930.11,132287.6,325646.19,960662.65,129966.96,231362.19,274211.26,446175.38,189717.45,146842.93,291819.23,146055.67,176453.34,359833.86,230718.14,221319.76,306344.61,343047.67,270158.81,375523.99,224991.3,270830.92,384834.58,295527.73,329886.15,324283.57,343638.59,249962.24,377791.25,356911.88,307173.01,301516.94,331987.44,653100.61
766.4567a1.68,279262.91,214706.99,170080.7,225363.81,186952.93,202282.16,218832.04,241708.26,211769.73,127104.33,183815.6,26259.64,141224.82,153858.73,207209.09,235194.24,302188.39,179741.84,225190,169955.23,202115.28,133739.49,104432.66,302050.7,145315.63,72678.98,34422.55,10121.18,75754.48,44401.53,3677.92,125210.79,55223.32,103092.02,80618.92,191403.97,74078.85,30136.53,28788.66,32446.76,87440.76,63172.89,163422.04,66806.29,83898.92,60360.55,333132.37,82646.32,105554.47,185987.21,80385.15,68042.31,145877.78,27174.3,66236.18,64633.2,163074.46,356217.38,53355.16,114104.12,70350.72,135201.25,147347.26,263804.43,101203.97,140843.03,144624.13,193959.59,127721.8,169139.3,241644.87,226754.66,251475.13,234190.5,119551.44,149759.06,188381.66,185472.89,185342.93,189542.31,196156.6,153929.43,191925.2,214253.19,208672.79,280524.39,290644.42,417428.54
133.9957a0.44,620369.14,634858.99,489015.69,540139.76,522401.72,577806.4,671450.75,703539.08,507811.88,425272.25,521568.18,39292.66,458534.62,27763.48,328573.73,171784.03,299194.23,332721.79,483449.86,437190.49,444250.06,234318.85,281328.24,490274.18,238827.96,144566.62,13718.18,5896.72,51319.35,17784.93,1831.25,196998.77,127187.4,46941.76,65428.42,70082.16,178810.34,98748.52,120292.25,107144.73,226937.61,73353.77,163829.78,95906.05,56097.08,33064.04,497456.08,26366.06,44889.19,84920.24,39177.54,76884.71,46219.64,31186.99,118051.73,27559.29,36111.03,550190.16,65804.27,56370.89,132689.52,58709.34,401645.11,298023.95,289013.79,435760.72,229476.22,221853.19,137510.64,135082.51,148703.49,101495.13,43198.05,42291.69,49618.7,200539.58,117653.02,117428.35,196768.55,214210.42,188931.5,136854.56,235771.38,168533.98,318111.02,299577.53,218396.25,321023.72
493.5581a6.63,15823.66,8072.37,11401.41,10798.4,34430.33,16492.89,35123.02,17628.68,88562.45,13018.69,10468.6,1118.86,25212.14,10929.81,11340.43,19468.73,44721.79,60706.65,30868.08,12509.66,54868.95,75167.31,94543.91,76870.53,19763.02,7309.39,27615.21,2631.16,90110.02,11438.56,3127.05,88991.56,21500.91,16909.77,38310.01,98254.1,75674.42,6656.67,7491.24,7060.37,73127.21,42036.03,131266.09,67290.2,69247.45,292826.73,64359.13,28503.53,18813.32,316946.59,80116.42,26922.28,34628.05,26573.28,44389.3,18849.26,230441.58,61408.63,34224.69,96956.04,95058.16,23701.94,79335.81,15466.62,122845.91,32989.04,130080.28,46423.63,110824.3,35788.23,62514.21,51104.99,56466.59,164560.63,92359.78,38764.04,291851.72,106954.99,61748.4,69957.7,49529.6,250948.55,127456.08,71270.83,29669.7,5142.02,2978.38,8368.37
